channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,window_start,window_stop,unit_id,U_bucket,M_bucket
0,0.46727612464324697,0.43865253391455417,0.22917056345847758,0.5,0.9695545011530969,0.9999999900000781,0.0,0.3783664073387596,0.4898515003843656,ETTm2,raw,0,96,raw:0:0,mid,mid
1,0.43668662228346333,0.5115441057625337,0.40687322805324194,0.375,0.8958439178746651,0.9999999900000781,0.0,0.45170131869974633,0.423614639291555,ETTm2,raw,0,96,raw:0:1,high,mid
2,0.46790254812195153,0.5097575549039021,0.33349483075174935,0.375,0.9161135315898917,0.9999999900000781,0.0,0.4370516445925343,0.4303711771966306,ETTm2,raw,0,96,raw:0:2,high,mid
3,0.48531052990190005,0.5271178725554282,0.41172937196965514,0.5,0.873821960047434,0.9999999900000781,0.0,0.4747192581423278,0.45794065334914463,ETTm2,raw,0,96,raw:0:3,high,mid
4,0.9999999951044831,0.21083636244211992,0.3717927996944955,0.25,0.6548504642955536,0.9999999900000781,0.0,0.5275430524136996,0.3016168214318512,ETTm2,raw,0,96,raw:0:4,high,low
5,0.0,0.19266023246470593,0.0,0.0,0.8762711182730698,0.9999999900000781,0.0,0.06422007748823531,0.29209037275768995,ETTm2,raw,0,96,raw:0:5,low,low
6,0.9640353064563039,0.040040489444336996,0.020769944684469476,0.0,0.3972925906912269,0.9999999900000781,0.0,0.34161524686170347,0.1324308635637423,ETTm2,raw,0,96,raw:0:6,mid,low
0,0.3245328859004468,0.21993499525222776,0.39082788344609604,0.5,0.9411115069337158,0.9999999900000398,0.0,0.3117652548662569,0.48037050231123857,ETTm2,raw,96,192,raw:96:0,low,mid
1,0.30636530094639536,0.17960975895188014,0.09271524561430394,0.125,0.8332547602118676,0.9999999900000398,0.0,0.19289676850419313,0.31941825340395585,ETTm2,raw,96,192,raw:96:1,low,low
2,0.4744188001661265,0.19278868095867935,0.20732528324206692,0.25,0.9154311599191414,0.9999999900000398,0.0,0.29151092145562424,0.38847705330638044,ETTm2,raw,96,192,raw:96:2,low,mid
3,0.4456644385678572,0.20942581962875512,0.08400580779633292,0.125,0.8118140755629881,0.9999999900000398,0.0,0.24636535533098172,0.312271358520996,ETTm2,raw,96,192,raw:96:3,low,low
4,0.935937741698078,0.17864157390390312,0.0,1.0,0.9674599623182306,0.9999999900000398,0.0,0.37152643853399364,0.6558199874394103,ETTm2,raw,96,192,raw:96:4,mid,high
5,0.0,0.3480862730927914,0.0,0.875,0.8746680271384939,0.9999999900000398,0.0,0.11602875769759713,0.5832226757128313,ETTm2,raw,96,192,raw:96:5,low,high
6,0.9206772822234972,0.0413568560792821,0.1543365224879637,0.125,0.7484418777743457,0.9999999900000398,0.0,0.3721235535969143,0.29114729259144856,ETTm2,raw,96,192,raw:96:6,mid,low
0,0.7518686607015362,0.23643233076256914,0.06373784628858717,0.75,0.9352686620740354,0.9999999900015314,0.0,0.35067961258423086,0.5617562206913451,ETTm2,raw,288,384,raw:288:0,mid,high
1,0.23512229647667449,0.24288284934971288,0.4789629405636813,0.625,0.876201707023655,0.9999999900015314,0.0,0.3189893621300229,0.500400569007885,ETTm2,raw,288,384,raw:288:1,low,mid
2,0.6412026731265567,0.21355333163914447,0.09748057721580942,0.25,0.9257029165896996,0.9999999900015314,0.0,0.31741219399383686,0.3919009721965665,ETTm2,raw,288,384,raw:288:2,low,mid
3,0.22320572979993758,0.33688072491653354,0.5466720982509939,0.5,0.8857263543305759,0.9999999900015314,0.0,0.3689195176558217,0.46190878477685865,ETTm2,raw,288,384,raw:288:3,mid,mid
4,0.9801298808816441,0.33345150696389225,0.0,0.125,0.900986551212464,0.9999999900015314,0.0,0.43786046261517875,0.3419955170708213,ETTm2,raw,288,384,raw:288:4,high,low
5,0.0,0.2910443646334656,0.0,0.25,0.9231753416790599,0.9999999900015314,0.0,0.09701478821115521,0.39105844722635325,ETTm2,raw,288,384,raw:288:5,low,mid
6,0.959526730270498,0.012653519232403213,0.007369350172731218,0.0,0.5159378563535606,0.9999999900015314,0.0,0.3265165332252108,0.17197928545118688,ETTm2,raw,288,384,raw:288:6,mid,low
0,0.5475335044153866,0.2424182088913307,0.08047311145826079,0.5,0.9224711771537191,0.9999999900021671,0.0,0.2901416082549927,0.47415705905123967,ETTm2,raw,384,480,raw:384:0,low,mid
1,0.4553579906565819,0.32440708662874407,0.15159535572358884,0.75,0.9351159571028486,0.9999999900021671,0.0,0.31045347766963827,0.5617053190342829,ETTm2,raw,384,480,raw:384:1,low,high
2,0.5329620239605026,0.20697640203184758,0.042829949908849745,0.375,0.8819024644686457,0.9999999900021671,0.0,0.26092279196706664,0.41896748815621526,ETTm2,raw,384,480,raw:384:2,low,mid
3,0.5057696069286662,0.24655981138983843,0.18003294559594232,0.625,0.9441079581872523,0.9999999900021671,0.0,0.310787454638149,0.5230359860624175,ETTm2,raw,384,480,raw:384:3,low,mid
4,0.6874984580979757,0.2947923717627594,0.4494919266942004,1.0,0.9805841560603048,0.9999999900021671,0.0,0.4772609188516452,0.6601947186867683,ETTm2,raw,384,480,raw:384:4,high,high
5,0.0,0.3393090413735418,0.0,0.5,0.8583467829136374,0.9999999900021671,0.0,0.1131030137911806,0.4527822609712125,ETTm2,raw,384,480,raw:384:5,low,mid
6,0.9350296276184358,0.33450992240772903,0.28120825948200434,0.125,0.5727155049395092,0.9999999900021671,0.0,0.516915936502723,0.23257183497983638,ETTm2,raw,384,480,raw:384:6,high,low
0,0.7772916491263283,0.3258661985191098,0.15974678647976653,0.75,0.9778819418586874,0.9999999900000612,0.0,0.4209682113750683,0.5759606472862292,ETTm2,raw,576,672,raw:576:0,high,high
1,0.7305426009178505,0.2369280577974926,0.3227566254854392,0.375,0.8770160787991792,0.9999999900000612,0.0,0.43007576140026077,0.41733869293305975,ETTm2,raw,576,672,raw:576:1,high,mid
2,0.83311036567684,0.3021048887840383,0.1430414062388418,1.0,0.9685755731620109,0.9999999900000612,0.0,0.42608555356657335,0.6561918577206703,ETTm2,raw,576,672,raw:576:2,high,high
3,0.7939338349479121,0.2272243381071577,0.36823189300044873,0.5,0.8366234414779458,0.9999999900000612,0.0,0.46313002201850617,0.4455411471593152,ETTm2,raw,576,672,raw:576:3,high,mid
