channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,window_start,window_stop,unit_id,U_bucket,M_bucket
0,0.9217625184806385,0.08709366491673037,0.06948619568618793,0.625,0.9239022512252282,3.351338728049304,0.3918897873550677,0.3594474596945189,0.6469306795267653,ETTh1,raw,0,96,raw:0:0,mid,high
1,0.8681046175802627,0.1577439812900302,0.09827473637483494,0.375,0.9695721359184057,3.351338728049304,0.3918897873550677,0.37470777841504255,0.5788206410911578,ETTh1,raw,0,96,raw:0:1,mid,high
2,0.9782420909921681,0.08307115624833697,0.03500802961133276,0.0,0.807741616955976,3.351338728049304,0.3918897873550677,0.36544042561727935,0.39987713477034786,ETTh1,raw,0,96,raw:0:2,mid,low
3,0.7905988993913945,0.2595245021410759,0.0790146043103834,0.375,0.9184346243112249,3.351338728049304,0.3918897873550677,0.3763793352809513,0.5617748038887642,ETTh1,raw,0,96,raw:0:3,mid,high
4,0.30062669113867346,0.37726241204981026,0.4742761954577358,0.875,0.991093519606767,3.351338728049304,0.3918897873550677,0.3840550995487398,0.7526611023206115,ETTh1,raw,0,96,raw:0:4,high,high
5,0.8837355982738857,0.07130920322073495,0.10294920565834476,1.0,0.9419202200350908,3.351338728049304,0.3918897873550677,0.3526646690509885,0.7779366691300528,ETTh1,raw,0,96,raw:0:5,mid,high
6,0.8225278146001704,0.22402670994752216,0.05444586997590644,0.625,0.9019191407661367,3.351338728049304,0.3918897873550677,0.36700013150786637,0.6396029760404015,ETTh1,raw,0,96,raw:0:6,mid,high
0,0.4897314546201228,0.18380835916071273,0.48175032197560164,0.75,0.9631163254131861,2.5853484230713675,0.2642247367381867,0.3850967119188124,0.659113687383791,ETTh1,raw,24,120,raw:24:0,high,high
1,0.4777053049611282,0.19587183651920445,0.30528667480292915,0.875,0.9753074453466839,2.5853484230713675,0.2642247367381867,0.32628793876108725,0.7048440606949568,ETTh1,raw,24,120,raw:24:1,mid,high
2,0.3197555319358293,0.14668685322419409,0.49639340127174086,0.625,0.9155128717734895,2.5853484230713675,0.2642247367381867,0.32094526214392144,0.6015792028372254,ETTh1,raw,24,120,raw:24:2,mid,high
3,0.38852422453354696,0.25625755753647783,0.31426566791879873,0.75,0.9777760087111277,2.5853484230713675,0.2642247367381867,0.31968248332960786,0.6640002484831048,ETTh1,raw,24,120,raw:24:3,mid,high
4,0.30394344192132317,0.12058367433466921,0.49801663455852346,0.875,0.8712643060481081,2.5853484230713675,0.2642247367381867,0.3075145836048386,0.6701630142620983,ETTh1,raw,24,120,raw:24:4,mid,high
5,0.708222773230138,0.3968432912362575,0.359898551707914,0.625,0.9846298644818974,2.5853484230713675,0.2642247367381867,0.4883215387247699,0.6246182004066947,ETTh1,raw,24,120,raw:24:5,high,high
6,0.6328743667962733,0.20585271298326469,0.7168929707532131,1.0,0.9063148080154009,2.5853484230713675,0.2642247367381867,0.5185400168442503,0.7235131815845293,ETTh1,raw,24,120,raw:24:6,high,high
0,0.3820140989773837,0.19916408029668728,0.5205538399627505,1.0,0.8703026342665168,3.423854223185,0.4039757031908739,0.3672440064122739,0.7580927791524635,ETTh1,raw,72,168,raw:72:0,mid,high
1,0.40502574955954695,0.14305092232245994,0.5153593050414571,0.75,0.833757368496523,3.423854223185,0.4039757031908739,0.354478658974488,0.6625776905624656,ETTh1,raw,72,168,raw:72:1,mid,high
